sentence,true_label,predicted_label
"On behalf of the 231 million Americans whose cupboards you fill and for the millions more worldwide that you save from hunger, I bring you thanks.",4,13
"And private lenders must not withhold new funds from countries that do so, for lenders and borrowers each have a great stake in each other's success.",19,15
In Executive Order 12348 I established a Property Review Board to improve the management of Federal real property and to accelerate the sale of unneeded property.,14,20
"This summit offers the leadership of the world an opportunity to chart a domestic course for a strategic course, I should say, for a new era of international economic growth and development.",19,1
"I pledged that as long as I am in a position to uphold the Constitution, no barrier would ever come between a secret ballot and the citizen's right to east one.",2,19
"The Convention on the Physical Protection of Nuclear Material and the implementing law drew strong, bipartisan support.",8,16
Man's technological and economic response to the challenge of new demands on our water needs to be shared and demonstrated.,21,1
"Section 2  Executive Order No12 42  creating a Board of Inquiry to Report on Labor Disputes Affecting the Bituminous Coal Industry in the United States, is revoked.",8,10
"(a) Our purpose is to prevent war and, while safeguarding democracy, to build the foundations of lasting peace.",19,16
Your success will be measured by how much and how well you marshall the private resources of America in the service of community development.,14,15
"All that the action I have taken today requires is that young men when they reach their 18th birthday provide their name, address, and social security number to the Selective Service or at any United States Post Office.",16,13
"The man that wrote to me a letter that had to be translated for me because it was written in braille he lost his eyesight 37 years ago in Germany in World War II and he wrote to tell me that if cutting his benefit would help his country, then go ahead and cut that benefit.",13,16
"And I'll go an extra mile to reach an understanding with Members of the Congress on both sides of the aisle, as long as there is a commitment to three essential priorities as maintained: continued rebuilding of our national defense; continued commitment to tax incentives; and a long-term effort to reduce the Federal Government's share of the gross national product.",20,1
"My administration has committed more than $900 million per year to this effort, the majority of those funds being spent on reducing drug abuse within the United States.",3,12
"East-West trade was expanded in hope of providing incentives for Soviet restraint, but the Soviets exploited the benefits of trade without moderating their behavior.",18,19
"While small business is at the heart of our competitive system, it has been increasingly hobbled in recent years by excessive government regulation and taxation.",15,1
"But they also depend upon our aid to strengthen their economies, diversify their exports, and work toward self-sufficiency.",19,18
"In broad terms, the Inter-American Convention is designed to facilitate the settlement of international commercial disputes by arbitration rather than by court proceeding where the parties so desire, by providing that courts will enforce in appropriate cases both the agreement to arbitrate and any resulting arbitral award.",18,19
"Between office runs, their fleet of vans in Union County, New Jersey, is used to transport the elderly and the underprivileged.",13,5
"It would carry all the old flaws of that wasteful, discredited CETA program.",18,1
This is particularly true in a world in which our adversaries pay no heed to the concerns for individual rights and freedoms that are so important to Americans and their government.,19,2
And I think that when we see a case of this kind it reveals that hidebound regulations can be a tremendous expense to the taxpayers and doing no good to the patient.,3,1
"But I also believe that the Federal Government has an obligation to enforce the constitutional rights of even the least individual among us, wherever he may be, if those rights are being denied, and to do so at the point of bayonet if necessary.",20,2
"I can't, in good conscience, believe that we should cut over 80 health, education, and social programs by 25 percent and then leave the Federal overhead and the bureaucratic red tape intact.",3,6
"The people of the inner cities will be represented by this administration every bit as much as the citizens of Flagstaff, Arizona, Ithaca, New York, or Dixon, Illinois, where I grew up.",14,20
"Of the 10 senior staff members on the task force, 9 of them are loaned executives whose time is being volunteered by their employers.",15,5
Perhaps one of the most innovative of its programs is the contracting out of services with the private sector.,20,15
"(e) The Agency for International Development shall provide the Task Force with such administrative services, funds, facilities, staff and other support services as may be necessary.",19,20
"And speaking of septuagenarians, I've got to have a little talk with your financial secretary, as I understand that I'm eligible for reduced dues.",13,1
(4) Specific areas where further study can be justified by potential savings; and.,20,6
The merchant marine and the maritime industry of our country need effective leadership and direction.,16,10
With these and other regulations gone we can save several hundreds of millions of dollars over the next few years.,1,20
"The joint memorandum submitted to me by the Secretaries of State and Energy, which includes a summary of the provisions of the agreement, and the views and recommendations of the Director of the Arms Control and Disarmament Agency and the Members of the Nuclear Regulatory Commission, is also enclosed.",8,16
"The new deferrals involve International Security Assistance programs, Department of Transportation research and special programs, and the President's Commission for the Study of Ethical Problems in Medicine.",3,10
They have suffered declining demand in world markets and falling access to financial markets.,19,18
"Mr President, during the past 10 days, black Americans have received a lot of your time specifically, your visit to Maryland to the home of the Butler family; your call to the woman with Hodgkins disease at the request of her husband; and then, of course, your visit to Providence-St. Mel High School in Chicago this past Monday.",2,3
"One worker in a Midwest city put it to me this way: He said, ""I'm bringing home more dollars than I ever believed I could possibly earn, but I seem to be getting worse off.""",1,5
"We've all heard the slogans, the end of the class struggle, the vanguard of the proletariat, the wave of the future, the inevitable triumph of socialism.",2,19
The message to the Libyans was brought on by the Libyans.,19,20
"I transmit herewith, for the advice and consent of the Senate to ratification, the Convention for the Conservation of Salmon in the North Atlantic Ocean which has been signed by the United States, European Community, Iceland, Norway and Canada.",19,21
South Africa's decision to cancel the preferential trade agreement and to phase out Zimbabwean contract workers presently in the Republic will certainly aggravate an already difficult foreign exchange situation.,18,19
I'm pleased today to be signing into law this House resolution 2156  This legislation is aimed at maintaining the quality of medical care for our veterans.,16,3
"(a) strike out ""section 202(c) of the Annual and Sick Leave Act of 1951, as added by the act of July 2, 1953, Public Law 102, 83rd Congress"" and insert in lieu thereof ""section 6305(b) of title 5 of the United States Code"";.",5,20
I'm the first union president that ever got elected President of the United States.,5,20
"Further, the achievement of this goal should greatly reduce the nuclear anxiety that has become such a conspicuous feature of public concern throughout the world.",16,8
(a) The Commission shall develop a recommended plan for radio broadcasting intended for transmission to Cuba.,19,17
"The revisions to existing deferrals affect Appalachian Regional Development Programs as well as programs in the Departments of Agriculture, Commerce, Defense, Health and Human Services, State, and Transportation.",14,4
"To that end, the functions vested in the President by Section 501(c) of the Act are delegated to the Attorney General.",20,12
They drink and drive because alcohol is part of our social mores.,10,13
"No, the real purpose of National Family Week, which runs from November 21st to November 27th, 1982, is to recognize the central importance of the family in American life and to honor the most fundamental unit of our society, the unit that gives us a sense of belonging in life.",13,16
"He's going to be the executive secretary of the commission that we will form, the committee, for the very purpose of finding out plans and ways that voluntarism in the community can take over and do many of the things that are not being very well done by the government today.",13,20
"An outstanding scientist whose position insured him all the security and comfort he might desire, he was willing to risk all to speak out on behalf of human rights and freedom.",17,16
"Consistent with public health and safety, we must remove unnecessary obstacles to deployment of the current generation of nuclear power reactors.",8,16
"It's going to be implemented at the community level, in keeping with industrial leaders and local political leaders at the community level, to create or to train for the jobs that are going begging in those communities.",14,5
"$758 billion and 43 cents of every one of those dollars will be going in direct benefits to individuals, either in cash or in services.",13,5
"Five, we recognize the importance of more food production in your countries and of greater world food security and will try to make increased resources available for these purposes.",4,19
"I'm talking about average citizens here in Alabama and across the country and nowadays they don't know who to blame when government services go wrong citizens who no longer control even the services closest to them, such as schools, libraries, police and fire protection, and even pothole repair.",20,6
"We're not going to start down that inflationary, dead-end route; we must go forward with new, efficient, and lasting efforts to expand employment and create genuine opportunities.",5,1
"So, on behalf of all you listening, I want to take these few minutes today to thank our men and women in uniform and their families and to ensure them their government and their fellow citizens are determined to provide them with the equipment, training, and, just as importantly, the respect they have so richly earned.",16,2
(c) Agencies conducting a mandatory review for declassification shall declassify information no longer requiring protection under this Order.,2,20
Equally important is to prevent an upsurge in protectionism in all our countries.,20,19
The milk shipped today was purchased by Catholic Relief Services from the United States Government at a favorable price using funds collected in Catholic churches throughout the United States.,13,4
"The corporations, unions, churches, family farms, and mom-And-pop stores all across the country look to you for leadership.",4,5
Today we celebrate this 40th anniversary of an institution that has given hope to the citizens of those Communist regimes and all the victims of tyranny.,2,19
"I understand that this program can create thousands and thousands of jobs and leverage billions of dollars, several billions of dollars of investment capital into small business, where most of the new jobs that we need will be created in this country.",5,15
"First, excellent foodgrain production in Bangladesh significantly reduced that country's need for food assistance, particularly for wheat.",19,4
"Three weeks ago in Rome, Italy, our Alliance gave a clear signal for the continuity of our common policies.",16,19
"When it comes to holding down taxes and insuring a strengthened national defense to protect the peace, there must be no such thing as retreat.",1,16
"Since the end of the Second World War, too many of our major cities have become stagnant and depressed, enclaves of despair even when times were good.",1,19
"For the past 3 years, the Federal Government has been experimenting with these alternative work schedules, following the lead of a number of private companies that found this kind of work scheduling beneficial.",20,15
"When considering these essential programs, please remember the very best thing that can be done to strengthen things like social security is to get the American economy going and put people back to work, so they will be paying into the trust fund once again.",13,1
"In arguing for economy in government, President Coolidge spoke of the burden of excessive government.",20,1
"There are places in the world today, as there have always been, where human rights are recognized only as selective favors to be doled out by the state.",19,2
I know the bloodshed that is taking place around the Falkland Islands is of deep concern to every nation in this hemisphere.,16,19
"On the contrary, the spirit and reality of these discussions and, I am convinced, of the future of our relations with President Reagan and his administration will be that both sides can come out the gainers if we solve problems of the environment, problems of boundaries or of fisheries, problems of trade, problems of social security, and that both sides have it to their advantage to look at international problems in that same light, too, because we share the main objectives of liberty and justice.",7,4
"As I said, we will be funding this new community support function at a slightly smaller amount than before, but we will be providing greater flexibility and autonomy to localities which show the ability to run these programs effectively.",14,20
And it would further weaken the competitive position of United States labor in the world economy.,19,1
The government is still taking in more money every year.,1,20
"The whole purpose of our Revolution personal freedom, equality of opportunity, and keeping government close to the people is threatened by a Federal spending machine that takes too much money from the people, too much authority from State and local governments, and too much liberty with our Constitution.",20,2
"And we're going to win the war on drugs.. Till next week, thanks for listening, and God bless you.",12,16
"Is he going to resume dealing with Democrats, because he has not been doing that since the article came out, according to Congressman Jim Jones, the chairman of the House Budget Committee.",20,1
"If you are concerned about the Fed's handling of the money supply, would you agree with those people on Capitol Hill who have called for Mr Volcker's resignation?.",1,20
"And then back on the plane, and we're off to England, a nation whose American ties are as thick as its fog.",19,10
"They fight for a cause for the belief that armed aggression must not be allowed to succeed, and the people must participate in the decisions of government the decisions of government under the rule of law.",12,16
"Third, government has the responsibility to ensure that basic human needs of all our citizens are met and to guarantee their rights.",20,2
They've developed a very interesting case of amnesia.,3,12
"Crisscrossing the Nation from ocean to ocean and from border to border, it links more than 90 percent of our cities that have populations of 50,000 or more, as well as many smaller cities and towns.",14,19
